-0.43256,-1.6656,0.12533
0.28768,-1.1465,1.1909
1.1892,-0.037633,0.32729
0.17464,-0.18671,0.72579
-0.58832,2.1832,-0.1364
0.11393,1.0668,0.059281
-0.095648,-0.83235,0.29441
-1.3362,0.71432,1.6236
-0.69178,0.858,1.254
-1.5937,-1.441,0.57115
-0.39989,0.69,0.81562
0.71191,1.2902,0.6686
1.1908,-1.2025,-0.01979
-0.15672,-1.6041,0.2573
-1.0565,1.4151,-0.80509
0.52874,0.21932,-0.9219
-2.1707,-0.059188,-1.0106
0.61446,0.50774,1.6924
0.59128,-0.6436,0.38034
-1.0091,-0.019511,-0.048221
4.32E-05,-0.31786,1.095
-1.874,0.42818,0.89564
0.73096,0.57786,0.040314
0.67709,0.5689,-0.25565
-0.37747,-0.29589,-1.4751
-0.234,0.11844,0.31481
1.4435,-0.35097,0.62323
0.79905,0.94089,-0.99209
0.21204,0.23788,-1.0078
-0.74204,1.0823,-0.1315
0.38988,0.087987,-0.63547
-0.55957,0.44365,-0.9499
0.78118,0.56896,-0.82171
-0.26561,-1.1878,-2.2023
0.98634,-0.51864,0.32737
0.23406,0.021466,-1.0039
-0.94715,-0.37443,-1.1859
-1.0559,1.4725,0.055744
-1.2173,-0.041227,-1.1283
-1.3493,-0.2611,0.95347
0.12864,0.65647,-1.1678
-0.46061,-0.26244,-1.2132
-1.3194,0.93122,0.011245
-0.64515,0.80573,0.23163
-0.98976,1.3396,0.2895
1.4789,1.138,-0.68414
-1.2919,-0.072926,-0.3306
-0.84363,0.49777,1.4885
-0.54648,-0.84676,-0.24634
0.66302,-0.8542,-1.2013
-0.11987,-0.065294,0.4853
-0.23614,-0.075459,-0.35857
-2.0776,-0.14355,1.3933
0.6518,-0.37713,-0.66144
0.24896,-0.38352,-0.52848
0.055388,1.2538,-2.52
0.58486,-1.0081,0.94428
-2.424,-0.22383,0.05807
-0.42461,-0.20292,-1.5131
-1.1264,-0.815,0.36661
-0.58611,1.5374,0.14007
-1.8628,-0.45419,-0.65207
0.10332,-0.22063,-0.27904
-0.73366,-0.064534,-1.444
0.61234,-1.3235,-0.66158
-0.14611,0.24808,-0.076633
1.7382,1.622,0.62644
0.091814,-0.80761,-0.46134
-1.406,-0.37453,-0.47091
1.7513,0.75322,0.064989
-0.29276,0.082823,0.76619
2.2368,0.32689,0.8633
0.67939,0.55476,1.0016
1.2594,0.044151,-0.31414
0.22671,0.99669,1.2159
-0.5427,0.91223,-0.17214
-0.33595,0.54149,0.93211
-0.57025,-1.4986,-0.050346
0.55302,0.083498,1.5775
-0.33077,0.79515,-0.7848
-1.2631,0.66665,-1.3926
-1.3006,-0.60502,-1.4886
0.55854,-0.27735,-1.2937
-0.88844,-0.98652,-0.071618
-2.4146,-0.69435,-1.3914
0.32965,0.59854,0.14718
-0.10144,-2.635,0.028053
-0.87631,-0.26548,-0.32758
-1.1582,0.58005,0.23976
-0.35088,0.8921,1.5783
-1.1082,-0.025931,-1.1106
0.75083,0.50017,-0.51726
-0.55921,-0.75337,0.92581
-0.24852,-0.14983,-1.2584
0.31262,2.6903,0.2897
-1.4228,0.24679,-1.4358
0.14857,-1.6931,0.71919
1.1418,1.5519,1.3836
-0.75809,0.44266,0.9111
-1.0741,0.20176,0.76286
-1.2882,-0.95296,0.77817
-0.0063311,0.52449,1.3643
0.48204,-0.78707,0.752
-0.16689,-0.81623,2.0941
0.080153,-0.9373,0.63574
1.682,0.59363,0.79015
0.10525,-0.15858,0.87091
-0.19476,0.075474,-0.52663
-0.68548,-0.26839,-1.1883
0.24858,0.10245,-0.041007
-2.2476,-0.51078,0.24924
0.3692,0.1792,-0.037283
-1.6033,0.33937,-0.13113
0.48519,0.59875,-0.086031
0.32529,-0.33514,-0.32245
-0.38237,-0.95337,0.23358
1.2352,-0.57853,-0.50154
0.72286,0.039498,1.5413
-1.7011,-1.0337,-0.76371
2.1764,0.43161,-0.44377
0.029996,-0.31567,0.97785
0.018295,0.81796,0.70234
-0.23127,-0.11369,0.12794
-0.79941,-0.23861,-0.089463
-1.0233,0.93754,-1.1317
-0.7107,-1.1695,1.0654
-0.68039,-1.7258,0.8132
1.4419,0.67227,0.13866
-0.85953,-0.75225,1.2296
1.1508,-0.60803,0.80616
0.21713,-0.37346,-0.83203
0.28687,-1.8189,-1.5731
2.0157,-0.071982,2.6289
-0.24332,0.17328,0.92321
-0.17855,-0.5217,1.432
-0.87012,0.80754,-0.51063
0.74351,0.8479,-0.8299
0.53299,1.0328,-1.052
0.36211,-0.036787,-1.2276
-0.2751,-0.16044,-1.0836
-1.9542,-0.90949,-0.0055787
-1.7235,1.2631,-0.60043
-2.0639,0.11091,1.4876
0.053002,0.16198,-0.026878
0.17358,0.88217,0.18229
